datetime,temperature(℃),humidity(%),pressure(mbar)
20180526125358,36.6,42.1,1005.3
20180526125501,36.9,41.4,1005.3
20180526125604,37.5,39.9,1005.2
20180526125707,37.9,39.2,1005.2
20180526125810,38.3,38.3,1005.3
20180526125913,38.4,38.2,1005.3
20180526130016,38.2,38.5,1005.4
20180526130120,38.4,38.1,1005.2
20180526130223,38.1,38.8,1005.2
20180526130326,38.3,38.2,1005.3
20180526130429,38.6,37.8,1005.3
20180526130532,38.4,40.2,1005.3
20180526130635,38.3,39.6,1005.3
20180526130738,38.4,38.4,1005.2
20180526130841,39.0,37.0,1005.2
20180526130944,38.9,37.4,1005.2
20180526131047,39.2,37.4,1005.2
20180526131150,39.2,36.9,1005.2
20180526131254,39.1,36.9,1005.1
20180526131357,38.9,37.2,1005.1
20180526131500,39.1,36.7,1005.2
20180526131603,38.9,37.3,1005.2
20180526131706,38.6,37.8,1005.1
20180526131809,38.9,37.2,1005.1
20180526131912,38.6,37.9,1005.1
20180526132015,38.3,38.3,1005.1
20180526132118,38.4,38.1,1005.1
20180526132221,38.5,37.9,1005.0
20180526132325,38.5,37.9,1004.9
20180526132428,38.8,37.4,1005.1
20180526132531,38.8,37.4,1005.0
20180526132634,38.9,37.4,1005.0
20180526132737,38.7,37.9,1005.1
20180526132840,39.2,36.5,1005.0
20180526132943,39.0,36.9,1005.0
20180526133046,39.0,37.2,1005.1
20180526133149,39.4,36.1,1005.0
20180526133252,38.9,37.3,1005.0
20180526133355,39.3,36.6,1005.0
20180526133459,39.3,37.7,1005.1
20180526133602,38.9,37.5,1005.0
20180526133705,39.1,37.0,1005.0
20180526133808,38.8,38.2,1004.9
20180526133911,38.9,37.3,1004.9
20180526134014,39.5,36.2,1004.9
20180526134117,39.4,36.2,1004.9
20180526134220,39.3,36.7,1004.9
20180526134323,39.1,36.8,1005.0
20180526134426,38.7,37.6,1004.9
20180526134529,38.7,37.6,1004.9
20180526134633,38.7,38.3,1004.8
20180526134736,38.8,37.1,1004.8
20180526134839,39.1,36.7,1004.9
20180526134942,39.1,36.6,1004.8
20180526135045,39.1,37.7,1004.8
20180526135148,39.3,36.4,1004.9
20180526135251,39.1,36.7,1004.8
20180526135354,39.0,37.3,1004.9
20180526135457,39.2,36.4,1004.8
20180526135600,39.6,35.5,1004.9
20180526135704,39.4,35.9,1004.9
20180526135807,39.1,36.4,1005.0
20180526135910,39.3,36.0,1004.9
20180526140013,39.0,36.7,1004.9
20180526140116,39.1,37.2,1005.0
20180526140219,39.5,35.6,1004.8
20180526140322,39.3,36.0,1004.8
20180526140425,39.8,35.2,1005.0
20180526140528,39.8,35.4,1005.1
20180526140631,39.5,35.6,1004.9
20180526140734,40.2,34.6,1004.8
20180526140838,40.4,34.1,1004.9
20180526140941,40.1,34.7,1004.9
20180526141044,40.3,34.2,1004.9
20180526141147,39.9,34.9,1005.0
20180526141250,39.9,34.7,1004.8
20180526141353,40.3,33.9,1004.9
20180526141456,39.9,35.3,1005.0
20180526141559,40.4,33.8,1004.9
20180526141702,40.2,34.4,1004.9
20180526141805,40.1,34.9,1005.0
20180526141908,39.2,37.7,1005.0
20180526142012,39.9,34.8,1004.9
20180526142115,40.4,33.6,1004.9
20180526142218,40.4,33.7,1004.9
20180526142321,40.5,33.4,1005.1
20180526142424,40.1,34.1,1005.0
20180526142527,39.5,35.3,1004.9
20180526142630,40.2,34.2,1005.0
20180526142733,40.1,34.1,1005.0
20180526142836,39.7,35.0,1005.0
20180526142939,40.1,34.1,1004.9
20180526143043,40.4,33.4,1004.9
20180526143146,40.4,33.6,1005.0
20180526143249,40.4,33.4,1004.9
20180526143352,40.4,33.4,1004.8
20180526143455,40.2,34.0,1004.9
20180526143558,40.2,33.8,1004.8
20180526143701,40.4,33.5,1004.8
20180526143804,40.4,33.4,1004.8
20180526143907,40.2,33.8,1004.8
20180526144010,40.4,33.6,1004.8
20180526144113,40.2,33.9,1004.8
20180526144217,40.3,33.6,1004.9
20180526144320,40.1,34.1,1005.0
20180526144423,39.1,35.7,1004.8
20180526144526,40.2,33.9,1004.9
20180526144629,40.3,33.7,1004.9
20180526144732,40.1,34.2,1004.9
20180526144835,40.2,33.9,1004.9
20180526144938,40.0,34.1,1004.9
20180526145041,40.2,33.8,1004.9
20180526145144,40.1,33.8,1004.9
20180526145247,40.0,33.9,1004.9
20180526145351,40.4,33.3,1004.9
20180526145454,40.3,33.4,1004.9
20180526145557,40.0,34.0,1005.0
20180526145700,40.2,33.6,1004.9
20180526145803,40.3,33.4,1005.0
20180526145906,40.2,33.6,1005.0
20180526150009,40.3,33.4,1005.0
20180526150112,40.4,33.2,1005.0
20180526150215,40.3,33.6,1005.1
20180526150318,40.4,33.2,1005.1
20180526150421,40.4,33.3,1005.1
20180526150525,40.3,33.5,1005.1
20180526150628,40.6,33.0,1005.2
20180526150731,40.7,32.7,1005.2
20180526150834,40.2,33.6,1005.1
20180526150937,40.4,33.6,1005.2
20180526151040,40.4,33.2,1005.1
20180526151143,40.5,33.0,1005.2
20180526151246,40.7,32.9,1005.1
20180526151349,40.5,33.1,1005.2
20180526151452,40.4,33.2,1005.1
20180526151556,40.2,33.9,1005.1
20180526151659,40.5,32.9,1005.1
20180526151802,40.4,33.3,1005.2
20180526151905,40.5,33.3,1005.2
20180526152008,40.2,33.7,1005.0
20180526152111,40.2,33.5,1005.0
20180526152214,40.5,33.3,1005.1
20180526152317,40.3,33.3,1005.0
20180526152420,40.8,32.5,1005.0
20180526152523,40.6,32.9,1005.1
20180526152626,40.3,33.7,1005.0
20180526152730,40.5,33.2,1004.9
20180526152833,40.4,33.3,1005.0
20180526152936,40.3,33.5,1005.1
20180526153039,40.6,32.9,1005.0
20180526153142,40.6,33.0,1005.0
20180526153245,40.3,33.3,1005.0
20180526153348,40.8,32.7,1005.1
20180526153451,40.2,33.6,1005.1
20180526153554,40.4,33.3,1005.1
20180526153657,40.5,33.3,1005.1
20180526153800,40.5,32.8,1005.1
20180526153904,40.6,32.8,1005.0
20180526154007,40.5,33.1,1005.0
20180526154110,40.5,33.0,1005.0
20180526154213,40.4,33.1,1005.0
20180526154316,40.8,32.5,1005.0
20180526154419,40.6,32.8,1005.0
20180526154522,40.4,33.3,1005.0
20180526154625,40.7,32.6,1005.0
20180526154728,40.8,32.3,1005.0
20180526154831,40.2,33.4,1005.1
20180526154935,40.7,32.6,1005.0
20180526155038,40.7,32.7,1005.2
20180526155141,40.6,32.7,1005.1
20180526155244,40.7,32.8,1005.1
20180526155347,40.8,32.6,1005.1
20180526155450,40.4,33.3,1005.1
20180526155553,40.9,32.5,1005.2
20180526155656,40.7,32.8,1005.2
20180526155759,40.6,32.8,1005.1
20180526155902,40.7,32.6,1005.2
20180526160005,40.7,32.7,1005.2
20180526160109,40.9,32.3,1005.3
20180526160212,40.9,32.3,1005.2
20180526160315,40.8,32.5,1005.3
20180526160418,40.5,33.1,1005.2
20180526160521,40.8,32.3,1005.3
20180526160624,40.6,32.9,1005.2
20180526160727,40.6,33.1,1005.3
20180526160830,40.8,32.6,1005.2
20180526160933,40.7,33.0,1005.3
20180526161036,39.8,33.9,1005.3
20180526161139,40.1,33.5,1005.3
20180526161243,40.5,33.1,1005.3
20180526161346,40.8,32.3,1005.3
20180526161449,40.3,33.4,1005.3
20180526161552,40.6,32.9,1005.3
20180526161655,40.3,33.3,1005.2
20180526161758,40.3,33.2,1005.3
20180526161901,39.9,33.8,1005.2
20180526162004,40.2,33.3,1005.3
20180526162107,40.2,33.3,1005.3
20180526162210,39.9,34.1,1005.5
20180526162314,39.9,33.8,1005.2
20180526162417,39.6,34.4,1005.3
20180526162520,40.3,33.3,1005.3
20180526162623,40.4,33.0,1005.3
20180526162726,39.8,34.0,1005.4
20180526162829,39.3,35.0,1005.4
20180526162932,39.9,34.1,1005.4
20180526163035,39.0,35.5,1005.3
20180526163138,39.4,34.9,1005.4
20180526163241,39.6,34.4,1005.2
20180526163345,39.6,34.4,1005.2
20180526163448,39.6,34.5,1005.4
20180526163551,38.7,36.1,1005.2
20180526163654,39.1,35.5,1005.4
20180526163757,37.8,37.8,1005.3
20180526163900,39.1,35.4,1005.2
20180526164003,38.7,35.9,1005.1
20180526164106,39.5,34.6,1005.1
20180526164209,38.5,36.6,1005.2
20180526164312,38.5,36.3,1005.1
20180526164416,39.3,34.9,1005.2
20180526164519,39.4,34.7,1005.3
20180526164622,38.6,36.1,1005.1
20180526164725,38.6,36.1,1005.1
20180526164828,39.2,34.8,1005.2
20180526164931,39.2,34.9,1005.3
